Code,UIS_Source_Code,ISO_Source_Code,Source,UIS_Target_Code,ISO_Target_Code,Target,Total
25005620,2500,FRA,France,5620,NER,Niger,7102123
25005660,2500,FRA,France,5660,NGA,Nigeria,1326452
25005860,2500,FRA,France,5860,PAK,Pakistan,37560
25005900,2500,FRA,France,5900,PAN,Panama,38089
25005980,2500,FRA,France,5980,PNG,Papua New Guinea,38340
25006000,2500,FRA,France,6000,PRY,Paraguay,331777
25006040,2500,FRA,France,6040,PER,Peru,915021
25006080,2500,FRA,France,6080,PHL,Philippines,54591
25006220,2500,FRA,France,6220,MDA,Republic of Moldova,57460
25006460,2500,FRA,France,6460,RWA,Rwanda,32330
25006620,2500,FRA,France,6620,LCA,Saint Lucia,1869
25006780,2500,FRA,France,6780,STP,Sao Tome and Principe,58800
25006860,2500,FRA,France,6860,SEN,Senegal,13681245
25006880,2500,FRA,France,6880,SRB,Serbia,480646
25006900,2500,FRA,France,6900,SYC,Seychelles,193324
25006940,2500,FRA,France,6940,SLE,Sierra Leone,11143
25007100,2500,FRA,France,7100,ZAF,South Africa,639848
25007280,2500,FRA,France,7280,SSD,South Sudan,10251
25007340,2500,FRA,France,7340,LKA,Sri Lanka,22171
25007290,2500,FRA,France,7290,SDN,Sudan,260299
25007480,2500,FRA,France,7480,SWZ,Swaziland,14936
25007600,2500,FRA,France,7600,SYR,Syrian Arab Republic,31898
25007610,2500,FRA,France,7610,TJK,Tajikistan,4417
25007640,2500,FRA,France,7640,THA,Thailand,164973
25004480,2500,FRA,France,4480,MKD,The former Yugoslav Republic of Macedonia,65511
25006260,2500,FRA,France,6260,TLS,Timor-Leste,61656
25007680,2500,FRA,France,7680,TGO,Togo,2199897
25007760,2500,FRA,France,7760,TON,Tonga,4056
25007880,2500,FRA,France,7880,TUN,Tunisia,5307496
25007920,2500,FRA,France,7920,TUR,Turkey,3193894
25007940,2500,FRA,France,7940,TKM,Turkmenistan,6033
25008000,2500,FRA,France,8000,UGA,Uganda,79358
25008070,2500,FRA,France,8070,UKR,Ukraine,350106
25007620,2500,FRA,France,7620,TZA,United Republic of Tanzania,270155
25008580,2500,FRA,France,8580,URY,Uruguay,745091
25008600,2500,FRA,France,8600,UZB,Uzbekistan,14561
25005480,2500,FRA,France,5480,VUT,Vanuatu,251429
25008620,2500,FRA,France,8620,VEN,Venezuela,1261790
25008680,2500,FRA,France,8680,VNM,Viet Nam,1495129
25008850,2500,FRA,France,8850,YEM,Yemen,30475
25008940,2500,FRA,France,8940,ZMB,Zambia,104535
25007160,2500,FRA,France,7160,ZWE,Zimbabwe,67032
276040,2760,DEU,Germany,40,AFG,Afghanistan,38064611
276080,2760,DEU,Germany,80,ALB,Albania,910511
2760120,2760,DEU,Germany,120,DZA,Algeria,30237
2760240,2760,DEU,Germany,240,AGO,Angola,10062
2760280,2760,DEU,Germany,280,ATG,Antigua and Barbuda,3152
2760320,2760,DEU,Germany,320,ARG,Argentina,3545772
2760340,2760,DEU,Germany,340,ARM,Armenia,328628
2760380,2760,DEU,Germany,380,AZE,Azerbaijan,57791
2760500,2760,DEU,Germany,500,BGD,Bangladesh,1412256
27608050,2760,DEU,Germany,8050,BLR,Belarus,431559
27602040,2760,DEU,Germany,2040,BEN,Benin,4345405
2760680,2760,DEU,Germany,680,BOL,Bolivia,1623001
2760570,2760,DEU,Germany,570,BIH,Bosnia and Herzegovina,2023298
2760760,2760,DEU,Germany,760,BRA,Brazil,7683806
27608540,2760,DEU,Germany,8540,BFA,Burkina Faso,1967633
27601080,2760,DEU,Germany,1080,BDI,Burundi,258297
27604060,2760,DEU,Germany,4060,KHM,Cambodia,144488
27601200,2760,DEU,Germany,1200,CMR,Cameroon,1008323
27601400,2760,DEU,Germany,1400,CAF,Central African Republic,1125
27601480,2760,DEU,Germany,1480,TCD,Chad,53480
27601520,2760,DEU,Germany,1520,CHL,Chile,3427928
27601560,2760,DEU,Germany,1560,CHN,China,6848930
27601700,2760,DEU,Germany,1700,COL,Colombia,2825201
27601780,2760,DEU,Germany,1780,COG,Congo,5112
27601840,2760,DEU,Germany,1840,COK,Cook Islands,8130
27601880,2760,DEU,Germany,1880,CRI,Costa Rica,853719
27603840,2760,DEU,Germany,3840,CIV,Côte d'Ivoire,746431
27601920,2760,DEU,Germany,1920,CUB,Cuba,28839
27604090,2760,DEU,Germany,4090,PRK,Democratic People's Republic of Korea,490
27608920,2760,DEU,Germany,8920,COD,Democratic Republic of the Congo,3826759
27602620,2760,DEU,Germany,2620,DJI,Djibouti,359754
27602140,2760,DEU,Germany,2140,DOM,Dominican Republic,12710
27602180,2760,DEU,Germany,2180,ECU,Ecuador,1917510
27602200,2760,DEU,Germany,2200,EGY,Egypt,13434218
27602220,2760,DEU,Germany,2220,SLV,El Salvador,512723
27602300,2760,DEU,Germany,2300,ETH,Ethiopia,457629
27602660,2760,DEU,Germany,2660,GAB,Gabon,10085
27602700,2760,DEU,Germany,2700,GMB,Gambia,1340
27602720,2760,DEU,Germany,2720,GEO,Georgia,662319
27602880,2760,DEU,Germany,2880,GHA,Ghana,1099762
27603200,2760,DEU,Germany,3200,GTM,Guatemala,3148354
27603240,2760,DEU,Germany,3240,GIN,Guinea,776855
27606240,2760,DEU,Germany,6240,GNB,Guinea-Bissau,1556
27603320,2760,DEU,Germany,3320,HTI,Haiti,264499
27603400,2760,DEU,Germany,3400,HND,Honduras,9421614
27603560,2760,DEU,Germany,3560,IND,India,4591844
27603600,2760,DEU,Germany,3600,IDN,Indonesia,1860466
27603640,2760,DEU,Germany,3640,IRN,Iran (Islamic Republic of),438401
27603680,2760,DEU,Germany,3680,IRQ,Iraq,235989
27604000,2760,DEU,Germany,4000,JOR,Jordan,914344
27604020,2760,DEU,Germany,4020,KAZ,Kazakhstan,886238
27604040,2760,DEU,Germany,4040,KEN,Kenya,5548700
27604160,2760,DEU,Germany,4160,KGZ,Kyrgyzstan,239465
27604180,2760,DEU,Germany,4180,LAO,Lao People's Democratic Republic,44777
27604220,2760,DEU,Germany,4220,LBN,Lebanon,431623
27604300,2760,DEU,Germany,4300,LBR,Liberia,192841
27604340,2760,DEU,Germany,4340,LBY,Libya,4393
27604500,2760,DEU,Germany,4500,MDG,Madagascar,83869
27604540,2760,DEU,Germany,4540,MWI,Malawi,5099497
27604580,2760,DEU,Germany,4580,MYS,Malaysia,702994
27604660,2760,DEU,Germany,4660,MLI,Mali,1954710
27604780,2760,DEU,Germany,4780,MRT,Mauritania,2693
27604800,2760,DEU,Germany,4800,MUS,Mauritius,3504
27604840,2760,DEU,Germany,4840,MEX,Mexico,4510532
27604960,2760,DEU,Germany,4960,MNG,Mongolia,264605
27604990,2760,DEU,Germany,4990,MNE,Montenegro,98766
27605040,2760,DEU,Germany,5040,MAR,Morocco,407445
27605080,2760,DEU,Germany,5080,MOZ,Mozambique,22458890
27601040,2760,DEU,Germany,1040,MMR,Myanmar,1720502
27605160,2760,DEU,Germany,5160,NAM,Namibia,1472992
27605240,2760,DEU,Germany,5240,NPL,Nepal,98997
27605580,2760,DEU,Germany,5580,NIC,Nicaragua,482809
27605620,2760,DEU,Germany,5620,NER,Niger,579529
27605660,2760,DEU,Germany,5660,NGA,Nigeria,195719
27605860,2760,DEU,Germany,5860,PAK,Pakistan,2553890
27605900,2760,DEU,Germany,5900,PAN,Panama,1800
27606000,2760,DEU,Germany,6000,PRY,Paraguay,614177
27606040,2760,DEU,Germany,6040,PER,Peru,3967707
27606080,2760,DEU,Germany,6080,PHL,Philippines,811034
27606220,2760,DEU,Germany,6220,MDA,Republic of Moldova,21414
27606460,2760,DEU,Germany,6460,RWA,Rwanda,1096059
27606860,2760,DEU,Germany,6860,SEN,Senegal,3123702
27606880,2760,DEU,Germany,6880,SRB,Serbia,669599
27606940,2760,DEU,Germany,6940,SLE,Sierra Leone,209146
27607100,2760,DEU,Germany,7100,ZAF,South Africa,5890252
27607280,2760,DEU,Germany,7280,SSD,South Sudan,1057695
27607340,2760,DEU,Germany,7340,LKA,Sri Lanka,1118710
27607290,2760,DEU,Germany,7290,SDN,Sudan,342036
27607600,2760,DEU,Germany,7600,SYR,Syrian Arab Republic,358573
27607610,2760,DEU,Germany,7610,TJK,Tajikistan,3743229
27607640,2760,DEU,Germany,7640,THA,Thailand,1112058
27604480,2760,DEU,Germany,4480,MKD,The former Yugoslav Republic of Macedonia,84808
27606260,2760,DEU,Germany,6260,TLS,Timor-Leste,192714
27607680,2760,DEU,Germany,7680,TGO,Togo,338443
27607880,2760,DEU,Germany,7880,TUN,Tunisia,243074
27607920,2760,DEU,Germany,7920,TUR,Turkey,4907465
27607940,2760,DEU,Germany,7940,TKM,Turkmenistan,21626
27608000,2760,DEU,Germany,8000,UGA,Uganda,416973
27608070,2760,DEU,Germany,8070,UKR,Ukraine,1907904
27607620,2760,DEU,Germany,7620,TZA,United Republic of Tanzania,976607
27608580,2760,DEU,Germany,8580,URY,Uruguay,770089
27608600,2760,DEU,Germany,8600,UZB,Uzbekistan,604830
27608620,2760,DEU,Germany,8620,VEN,Venezuela,1216460
27608680,2760,DEU,Germany,8680,VNM,Viet Nam,1032881
27608850,2760,DEU,Germany,8850,YEM,Yemen,13120727
27608940,2760,DEU,Germany,8940,ZMB,Zambia,1272166
27607160,2760,DEU,Germany,7160,ZWE,Zimbabwe,8199940
300080,3000,GRC,Greece,80,ALB,Albania,91737
3000320,3000,GRC,Greece,320,ARG,Argentina,80139
3000380,3000,GRC,Greece,380,AZE,Azerbaijan,7192
3000760,3000,GRC,Greece,760,BRA,Brazil,16906
30001520,3000,GRC,Greece,1520,CHL,Chile,3451
30001560,3000,GRC,Greece,1560,CHN,China,17858
30008920,3000,GRC,Greece,8920,COD,Democratic Republic of the Congo,28394
30002200,3000,GRC,Greece,2200,EGY,Egypt,273338
30002300,3000,GRC,Greece,2300,ETH,Ethiopia,38503
30002720,3000,GRC,Greece,2720,GEO,Georgia,11629
30004000,3000,GRC,Greece,4000,JOR,Jordan,2912
30004540,3000,GRC,Greece,4540,MWI,Malawi,3250
30004840,3000,GRC,Greece,4840,MEX,Mexico,10529
30004990,3000,GRC,Greece,4990,MNE,Montenegro,10183
30005040,3000,GRC,Greece,5040,MAR,Morocco,110534
30005900,3000,GRC,Greece,5900,PAN,Panama,5481
30006220,3000,GRC,Greece,6220,MDA,Republic of Moldova,5953
30006880,3000,GRC,Greece,6880,SRB,Serbia,34872
30007100,3000,GRC,Greece,7100,ZAF,South Africa,94210
30007290,3000,GRC,Greece,7290,SDN,Sudan,11277
30007640,3000,GRC,Greece,7640,THA,Thailand,5694
30007880,3000,GRC,Greece,7880,TUN,Tunisia,3705
30007920,3000,GRC,Greece,7920,TUR,Turkey,397833
30008070,3000,GRC,Greece,8070,UKR,Ukraine,87353
30008580,3000,GRC,Greece,8580,URY,Uruguay,8931
30008620,3000,GRC,Greece,8620,VEN,Venezuela,12387
30007160,3000,GRC,Greece,7160,ZWE,Zimbabwe,14121
35203320,3520,ISL,Iceland,3320,HTI,Haiti,57588
35204040,3520,ISL,Iceland,4040,KEN,Kenya,54748
35204540,3520,ISL,Iceland,4540,MWI,Malawi,994016
35205080,3520,ISL,Iceland,5080,MOZ,Mozambique,835739
35205860,3520,ISL,Iceland,5860,PAK,Pakistan,36167
35207060,3520,ISL,Iceland,7060,SOM,Somalia,39841
35207680,3520,ISL,Iceland,7680,TGO,Togo,24141
35208000,3520,ISL,Iceland,8000,UGA,Uganda,69530
372040,3720,IRL,Ireland,40,AFG,Afghanistan,159674
3720320,3720,IRL,Ireland,320,ARG,Argentina,12555
37202040,3720,IRL,Ireland,2040,BEN,Benin,64260
3720680,3720,IRL,Ireland,680,BOL,Bolivia,40078
3720760,3720,IRL,Ireland,760,BRA,Brazil,91126
37208540,3720,IRL,Ireland,8540,BFA,Burkina Faso,139311
37204060,3720,IRL,Ireland,4060,KHM,Cambodia,1518
37201200,3720,IRL,Ireland,1200,CMR,Cameroon,86527
37201700,3720,IRL,Ireland,1700,COL,Colombia,37755
37208920,3720,IRL,Ireland,8920,COD,Democratic Republic of the Congo,84695
37202200,3720,IRL,Ireland,2200,EGY,Egypt,35454
37202300,3720,IRL,Ireland,2300,ETH,Ethiopia,496571
37202880,3720,IRL,Ireland,2880,GHA,Ghana,52358
37203240,3720,IRL,Ireland,3240,GIN,Guinea,189734
37206240,3720,IRL,Ireland,6240,GNB,Guinea-Bissau,229308
37203320,3720,IRL,Ireland,3320,HTI,Haiti,99575
37203560,3720,IRL,Ireland,3560,IND,India,674018
37204040,3720,IRL,Ireland,4040,KEN,Kenya,800723
37204220,3720,IRL,Ireland,4220,LBN,Lebanon,29618
37204260,3720,IRL,Ireland,4260,LSO,Lesotho,70905
37204300,3720,IRL,Ireland,4300,LBR,Liberia,24386
37204540,3720,IRL,Ireland,4540,MWI,Malawi,106335
37204660,3720,IRL,Ireland,4660,MLI,Mali,15087
37204840,3720,IRL,Ireland,4840,MEX,Mexico,15515
37205080,3720,IRL,Ireland,5080,MOZ,Mozambique,5612606
37205240,3720,IRL,Ireland,5240,NPL,Nepal,1679
37205620,3720,IRL,Ireland,5620,NER,Niger,95075
37205660,3720,IRL,Ireland,5660,NGA,Nigeria,298815
37206040,3720,IRL,Ireland,6040,PER,Peru,231303
37206080,3720,IRL,Ireland,6080,PHL,Philippines,62007
37208820,3720,IRL,Ireland,8820,WSM,Samoa,13254
37206860,3720,IRL,Ireland,6860,SEN,Senegal,6522
37206940,3720,IRL,Ireland,6940,SLE,Sierra Leone,693134
37207100,3720,IRL,Ireland,7100,ZAF,South Africa,465486
37207280,3720,IRL,Ireland,7280,SSD,South Sudan,537833
37207290,3720,IRL,Ireland,7290,SDN,Sudan,505944
37207640,3720,IRL,Ireland,7640,THA,Thailand,32893
37206260,3720,IRL,Ireland,6260,TLS,Timor-Leste,12373
37208000,3720,IRL,Ireland,8000,UGA,Uganda,676842
37207620,3720,IRL,Ireland,7620,TZA,United Republic of Tanzania,1314982
37208580,3720,IRL,Ireland,8580,URY,Uruguay,2324
37208680,3720,IRL,Ireland,8680,VNM,Viet Nam,39774
37208940,3720,IRL,Ireland,8940,ZMB,Zambia,4963730
37207160,3720,IRL,Ireland,7160,ZWE,Zimbabwe,336986
380040,3800,ITA,Italy,40,AFG,Afghanistan,830422
380080,3800,ITA,Italy,80,ALB,Albania,1588515
3800120,3800,ITA,Italy,120,DZA,Algeria,6016
3800240,3800,ITA,Italy,240,AGO,Angola,84348
3800320,3800,ITA,Italy,320,ARG,Argentina,422317
3800340,3800,ITA,Italy,340,ARM,Armenia,100893
3800500,3800,ITA,Italy,500,BGD,Bangladesh,211996
38008050,3800,ITA,Italy,8050,BLR,Belarus,2523
38002040,3800,ITA,Italy,2040,BEN,Benin,259695
3800680,3800,ITA,Italy,680,BOL,Bolivia,93668
3800570,3800,ITA,Italy,570,BIH,Bosnia and Herzegovina,131156
3800760,3800,ITA,Italy,760,BRA,Brazil,876496
38008540,3800,ITA,Italy,8540,BFA,Burkina Faso,454684
38001080,3800,ITA,Italy,1080,BDI,Burundi,219503
38001320,3800,ITA,Italy,1320,CPV,Cabo Verde,19280
38004060,3800,ITA,Italy,4060,KHM,Cambodia,99737
38001200,3800,ITA,Italy,1200,CMR,Cameroon,175651
38001400,3800,ITA,Italy,1400,CAF,Central African Republic,33192
38001480,3800,ITA,Italy,1480,TCD,Chad,133693
38001520,3800,ITA,Italy,1520,CHL,Chile,611
38001560,3800,ITA,Italy,1560,CHN,China,24368
38001700,3800,ITA,Italy,1700,COL,Colombia,113195
38001780,3800,ITA,Italy,1780,COG,Congo,47796
38001880,3800,ITA,Italy,1880,CRI,Costa Rica,45965
38003840,3800,ITA,Italy,3840,CIV,Côte d'Ivoire,66922
38001920,3800,ITA,Italy,1920,CUB,Cuba,19744
38008920,3800,ITA,Italy,8920,COD,Democratic Republic of the Congo,488008
38002140,3800,ITA,Italy,2140,DOM,Dominican Republic,230517
38002180,3800,ITA,Italy,2180,ECU,Ecuador,245288
38002200,3800,ITA,Italy,2200,EGY,Egypt,197711
38002220,3800,ITA,Italy,2220,SLV,El Salvador,118543
38002260,3800,ITA,Italy,2260,GNQ,Equatorial Guinea,37087
38002270,3800,ITA,Italy,2270,ERI,Eritrea,109511
38002300,3800,ITA,Italy,2300,ETH,Ethiopia,3029571
38002660,3800,ITA,Italy,2660,GAB,Gabon,119635
38002720,3800,ITA,Italy,2720,GEO,Georgia,321
38003200,3800,ITA,Italy,3200,GTM,Guatemala,34710
38003320,3800,ITA,Italy,3320,HTI,Haiti,115257
38003400,3800,ITA,Italy,3400,HND,Honduras,1992
38003560,3800,ITA,Italy,3560,IND,India,874307
38003600,3800,ITA,Italy,3600,IDN,Indonesia,91477
38003640,3800,ITA,Italy,3640,IRN,Iran (Islamic Republic of),161
38004040,3800,ITA,Italy,4040,KEN,Kenya,563572
38004220,3800,ITA,Italy,4220,LBN,Lebanon,1559876
38004340,3800,ITA,Italy,4340,LBY,Libya,161
38004500,3800,ITA,Italy,4500,MDG,Madagascar,283028
38004540,3800,ITA,Italy,4540,MWI,Malawi,69806
38004660,3800,ITA,Italy,4660,MLI,Mali,236645
38004840,3800,ITA,Italy,4840,MEX,Mexico,99029
38004990,3800,ITA,Italy,4990,MNE,Montenegro,92072
38005040,3800,ITA,Italy,5040,MAR,Morocco,12150
38005080,3800,ITA,Italy,5080,MOZ,Mozambique,1535660
38001040,3800,ITA,Italy,1040,MMR,Myanmar,4684
38005240,3800,ITA,Italy,5240,NPL,Nepal,4405
38005580,3800,ITA,Italy,5580,NIC,Nicaragua,3485
38005620,3800,ITA,Italy,5620,NER,Niger,7553
38005660,3800,ITA,Italy,5660,NGA,Nigeria,73644
38005860,3800,ITA,Italy,5860,PAK,Pakistan,136024
38005980,3800,ITA,Italy,5980,PNG,Papua New Guinea,59110
38006000,3800,ITA,Italy,6000,PRY,Paraguay,5784
38006040,3800,ITA,Italy,6040,PER,Peru,253082
38006080,3800,ITA,Italy,6080,PHL,Philippines,306888
38006220,3800,ITA,Italy,6220,MDA,Republic of Moldova,8535
38006460,3800,ITA,Italy,6460,RWA,Rwanda,33259
38006860,3800,ITA,Italy,6860,SEN,Senegal,60942
38006880,3800,ITA,Italy,6880,SRB,Serbia,191410
38006940,3800,ITA,Italy,6940,SLE,Sierra Leone,74383
38007060,3800,ITA,Italy,7060,SOM,Somalia,83152
38007100,3800,ITA,Italy,7100,ZAF,South Africa,16596
38007280,3800,ITA,Italy,7280,SSD,South Sudan,910069
38007340,3800,ITA,Italy,7340,LKA,Sri Lanka,77167
38007290,3800,ITA,Italy,7290,SDN,Sudan,1588609
38007640,3800,ITA,Italy,7640,THA,Thailand,155067
38006260,3800,ITA,Italy,6260,TLS,Timor-Leste,433064
38007680,3800,ITA,Italy,7680,TGO,Togo,7626
38007920,3800,ITA,Italy,7920,TUR,Turkey,1446
38008000,3800,ITA,Italy,8000,UGA,Uganda,102931
38008070,3800,ITA,Italy,8070,UKR,Ukraine,33478
38007620,3800,ITA,Italy,7620,TZA,United Republic of Tanzania,232944
38008580,3800,ITA,Italy,8580,URY,Uruguay,16806
38008600,3800,ITA,Italy,8600,UZB,Uzbekistan,482
38008620,3800,ITA,Italy,8620,VEN,Venezuela,56968
38008680,3800,ITA,Italy,8680,VNM,Viet Nam,187732
38008940,3800,ITA,Italy,8940,ZMB,Zambia,38735
392040,3920,JPN,Japan,40,AFG,Afghanistan,39847317
392080,3920,JPN,Japan,80,ALB,Albania,59023
3920120,3920,JPN,Japan,120,DZA,Algeria,4895
3920240,3920,JPN,Japan,240,AGO,Angola,751463
3920280,3920,JPN,Japan,280,ATG,Antigua and Barbuda,8432
3920320,3920,JPN,Japan,320,ARG,Argentina,269558
3920340,3920,JPN,Japan,340,ARM,Armenia,100177
3920380,3920,JPN,Japan,380,AZE,Azerbaijan,106343
3920500,3920,JPN,Japan,500,BGD,Bangladesh,4406445
39208050,3920,JPN,Japan,8050,BLR,Belarus,41080
3920580,3920,JPN,Japan,580,BLZ,Belize,232513
39202040,3920,JPN,Japan,2040,BEN,Benin,8870333
3920640,3920,JPN,Japan,640,BTN,Bhutan,347259
3920680,3920,JPN,Japan,680,BOL,Bolivia,1136473
3920570,3920,JPN,Japan,570,BIH,Bosnia and Herzegovina,119122
3920720,3920,JPN,Japan,720,BWA,Botswana,108608
3920760,3920,JPN,Japan,760,BRA,Brazil,2467903
39208540,3920,JPN,Japan,8540,BFA,Burkina Faso,11399211
39201080,3920,JPN,Japan,1080,BDI,Burundi,74132
39204060,3920,JPN,Japan,4060,KHM,Cambodia,2651237
39201200,3920,JPN,Japan,1200,CMR,Cameroon,642976
39201400,3920,JPN,Japan,1400,CAF,Central African Republic,329045
39201480,3920,JPN,Japan,1480,TCD,Chad,27892
39201520,3920,JPN,Japan,1520,CHL,Chile,341120
39201560,3920,JPN,Japan,1560,CHN,China,14301719
39201700,3920,JPN,Japan,1700,COL,Colombia,1198943
39201740,3920,JPN,Japan,1740,COM,Comoros,117174
39201780,3920,JPN,Japan,1780,COG,Congo,41569
39201840,3920,JPN,Japan,1840,COK,Cook Islands,13969
39201880,3920,JPN,Japan,1880,CRI,Costa Rica,426161
39203840,3920,JPN,Japan,3840,CIV,Côte d'Ivoire,259740
39201920,3920,JPN,Japan,1920,CUB,Cuba,7400
39208920,3920,JPN,Japan,8920,COD,Democratic Republic of the Congo,34497
39202620,3920,JPN,Japan,2620,DJI,Djibouti,299193
39202120,3920,JPN,Japan,2120,DMA,Dominica,25130
39202140,3920,JPN,Japan,2140,DOM,Dominican Republic,686945
39202180,3920,JPN,Japan,2180,ECU,Ecuador,1627005
39202200,3920,JPN,Japan,2200,EGY,Egypt,623728
39202220,3920,JPN,Japan,2220,SLV,El Salvador,2087230
39202270,3920,JPN,Japan,2270,ERI,Eritrea,10080
39202300,3920,JPN,Japan,2300,ETH,Ethiopia,10103943
39202420,3920,JPN,Japan,2420,FJI,Fiji,1144704
39202660,3920,JPN,Japan,2660,GAB,Gabon,183945
39202700,3920,JPN,Japan,2700,GMB,Gambia,24501
39202720,3920,JPN,Japan,2720,GEO,Georgia,154922
39202880,3920,JPN,Japan,2880,GHA,Ghana,2754054
39203200,3920,JPN,Japan,3200,GTM,Guatemala,785200
39203240,3920,JPN,Japan,3240,GIN,Guinea,106422
39206240,3920,JPN,Japan,6240,GNB,Guinea-Bissau,2128930
39203280,3920,JPN,Japan,3280,GUY,Guyana,17985
39203320,3920,JPN,Japan,3320,HTI,Haiti,577973
39203400,3920,JPN,Japan,3400,HND,Honduras,2223628
39203560,3920,JPN,Japan,3560,IND,India,1008711
39203600,3920,JPN,Japan,3600,IDN,Indonesia,39564445
39203640,3920,JPN,Japan,3640,IRN,Iran (Islamic Republic of),306479
39203680,3920,JPN,Japan,3680,IRQ,Iraq,1774487
39203880,3920,JPN,Japan,3880,JAM,Jamaica,321167
39204000,3920,JPN,Japan,4000,JOR,Jordan,1356141
39204020,3920,JPN,Japan,4020,KAZ,Kazakhstan,257319
39204040,3920,JPN,Japan,4040,KEN,Kenya,5237453
39202960,3920,JPN,Japan,2960,KIR,Kiribati,150741
39204160,3920,JPN,Japan,4160,KGZ,Kyrgyzstan,2777386
39204180,3920,JPN,Japan,4180,LAO,Lao People's Democratic Republic,3663624
39204220,3920,JPN,Japan,4220,LBN,Lebanon,118925
39204260,3920,JPN,Japan,4260,LSO,Lesotho,263987
39204300,3920,JPN,Japan,4300,LBR,Liberia,259055
39204500,3920,JPN,Japan,4500,MDG,Madagascar,45417
39204540,3920,JPN,Japan,4540,MWI,Malawi,3980020
39204580,3920,JPN,Japan,4580,MYS,Malaysia,873446
39204620,3920,JPN,Japan,4620,MDV,Maldives,503672
39204660,3920,JPN,Japan,4660,MLI,Mali,341479
39205840,3920,JPN,Japan,5840,MHL,Marshall Islands,599250
39204780,3920,JPN,Japan,4780,MRT,Mauritania,54994
39204800,3920,JPN,Japan,4800,MUS,Mauritius,21787
39204840,3920,JPN,Japan,4840,MEX,Mexico,311524
39204845,3920,JPN,Japan,4845,FSM,Micronesia,610902
39204960,3920,JPN,Japan,4960,MNG,Mongolia,9800429
39204990,3920,JPN,Japan,4990,MNE,Montenegro,163973
39205040,3920,JPN,Japan,5040,MAR,Morocco,14423547
39205080,3920,JPN,Japan,5080,MOZ,Mozambique,3890475
39201040,3920,JPN,Japan,1040,MMR,Myanmar,105117402
39205160,3920,JPN,Japan,5160,NAM,Namibia,637199
39205240,3920,JPN,Japan,5240,NPL,Nepal,7259079
39205580,3920,JPN,Japan,5580,NIC,Nicaragua,1228148
39205620,3920,JPN,Japan,5620,NER,Niger,1781601
39205660,3920,JPN,Japan,5660,NGA,Nigeria,1585177
39205700,3920,JPN,Japan,5700,NIU,Niue,8586
39205860,3920,JPN,Japan,5860,PAK,Pakistan,2228162
3920955,3920,JPN,Japan,955,PLW,Palau,476532
39205900,3920,JPN,Japan,5900,PAN,Panama,574129
39205980,3920,JPN,Japan,5980,PNG,Papua New Guinea,2000647
39206000,3920,JPN,Japan,6000,PRY,Paraguay,1540490
39206040,3920,JPN,Japan,6040,PER,Peru,452895
39206080,3920,JPN,Japan,6080,PHL,Philippines,7919502
39206220,3920,JPN,Japan,6220,MDA,Republic of Moldova,123554
39206460,3920,JPN,Japan,6460,RWA,Rwanda,456372
39206620,3920,JPN,Japan,6620,LCA,Saint Lucia,97337
39206700,3920,JPN,Japan,6700,VCT,Saint Vincent and the Grenadines,16858
39208820,3920,JPN,Japan,8820,WSM,Samoa,1229100
39206780,3920,JPN,Japan,6780,STP,Sao Tome and Principe,126168
39206860,3920,JPN,Japan,6860,SEN,Senegal,3699696
39206880,3920,JPN,Japan,6880,SRB,Serbia,421819
39206900,3920,JPN,Japan,6900,SYC,Seychelles,11521
39206940,3920,JPN,Japan,6940,SLE,Sierra Leone,118587
3920900,3920,JPN,Japan,900,SLB,Solomon Islands,311106
39207060,3920,JPN,Japan,7060,SOM,Somalia,4850000
39207100,3920,JPN,Japan,7100,ZAF,South Africa,806002
39207280,3920,JPN,Japan,7280,SSD,South Sudan,1729301
39207340,3920,JPN,Japan,7340,LKA,Sri Lanka,483803
39207290,3920,JPN,Japan,7290,SDN,Sudan,483693
39207480,3920,JPN,Japan,7480,SWZ,Swaziland,76447
39207600,3920,JPN,Japan,7600,SYR,Syrian Arab Republic,16746
39207610,3920,JPN,Japan,7610,TJK,Tajikistan,343696
39207640,3920,JPN,Japan,7640,THA,Thailand,1077568
39204480,3920,JPN,Japan,4480,MKD,The former Yugoslav Republic of Macedonia,116278
39206260,3920,JPN,Japan,6260,TLS,Timor-Leste,263786
39207680,3920,JPN,Japan,7680,TGO,Togo,68676
39207760,3920,JPN,Japan,7760,TON,Tonga,798471
39207880,3920,JPN,Japan,7880,TUN,Tunisia,227764
39207920,3920,JPN,Japan,7920,TUR,Turkey,185962
39207940,3920,JPN,Japan,7940,TKM,Turkmenistan,3051
39207780,3920,JPN,Japan,7780,TUV,Tuvalu,1179989
39208000,3920,JPN,Japan,8000,UGA,Uganda,762529
39208070,3920,JPN,Japan,8070,UKR,Ukraine,525135
39207620,3920,JPN,Japan,7620,TZA,United Republic of Tanzania,2367918
39208580,3920,JPN,Japan,8580,URY,Uruguay,245994
39208600,3920,JPN,Japan,8600,UZB,Uzbekistan,1540909
39205480,3920,JPN,Japan,5480,VUT,Vanuatu,874908
39208620,3920,JPN,Japan,8620,VEN,Venezuela,176110
39208680,3920,JPN,Japan,8680,VNM,Viet Nam,12566639
39208850,3920,JPN,Japan,8850,YEM,Yemen,176576
39208940,3920,JPN,Japan,8940,ZMB,Zambia,3795672
39207160,3920,JPN,Japan,7160,ZWE,Zimbabwe,255551
410040,4100,RKO,Korea,40,AFG,Afghanistan,3310563
